id	context	predictions	aggregatedPredictions	category
31	A mysterious, often fatal breakdown of the body's immunity to disease, which was first detected in homosexual males, Haitian refugees and drug users, has been found in hemophiliacs and is increasing in frequency, health researchers reported today.	[[0.41,0.486,0.085,0.007,0.012]]	[0.41,0.486,0.085,0.007,0.012]	negative
32	But as written, legislators and others say, the ''equal access'' provision could create pressure for the nation's high schools to open their buildings to student groups associated not only with mainstream religions but also with controversial cults and political causes ranging from Marxism to fascism to pacifism to homosexual rights.	[[0.154,0.68,0.137,0.021,0.009]]	[0.154,0.68,0.137,0.021,0.009]	negative
33	Once again being ''banned in Boston'' is having an effect in the literary world, and, partly as a result, an extraordinary new book about homosexuality among nuns is gaining national attention.	[[0.002,0.002,0.008,0.564,0.424]]	[0.002,0.002,0.008,0.564,0.424]	positive
34	LEAD: In a fresh move to guard the increasingly shopworn secrets of its intelligence services, the British Government is trying to suppress yet another book describing the services as riddled with would-be traitors and homosexuals.	[[0.14,0.504,0.27,0.06,0.026]]	[0.14,0.504,0.27,0.06,0.026]	negative
35	A four-hour drama in three parts, Harvey Fierstein's ''Torch Song Trilogy'' recounts the story of Arnold Beckoff, a nice Jewish boy of ''great wit and want,'' who also happens to be an avowed homosexual and a transvestite who makes his living by appearing on stage.	[[0.019,0.093,0.16,0.637,0.089]]	[0.019,0.093,0.16,0.637,0.089]	positive
36	Medical authorities have identified homosexuals, intravenous drug users and hemophiliacs as the groups with the highest risk of being infected by the virus that causes AIDS.	[[0.314,0.544,0.118,0.012,0.012]]	[0.314,0.544,0.118,0.012,0.012]	negative
37	LEAD: Over the last year about 10 percent of the 120 women who were drill instructors at the Marine Corps Recruit Training Depot at Parris Island, S.C., have been discharged or imprisoned for homosexual behavior.	[[0.136,0.613,0.217,0.024,0.011]]	[0.136,0.613,0.217,0.024,0.011]	negative
38	HEADING off the proliferation of AIDS among heterosexuals has begun to preoccupy many health officials, who recognize that past ignorance and inertia allowed the fatal disease to course through the populations of homosexual men and intravenous drug users with devastating effect.	[[0.386,0.493,0.101,0.008,0.012]]	[0.386,0.493,0.101,0.008,0.012]	negative
39	The Immigration and Naturalization Service will begin immediate deportation proceedings against a businessman who did not acknowledge his homosexuality when he was admitted to the United States in 1965, the director of the agency's local office says.	[[0.131,0.597,0.17,0.071,0.031]]	[0.131,0.597,0.17,0.071,0.031]	negative
40	In a new attempt to prohibit discrimination against homosexuals by city contractors, Mayor Koch urged his fellow Board of Estimate members yesterday to include such prohibitions in each contract they approve. ''	[[0.107,0.656,0.205,0.025,0.007]]	[0.107,0.656,0.205,0.025,0.007]	negative
41	Mayor Koch yesterday introduced a new version of a homosexual-rights bill for consideration in the City Council, where similar measures have been defeated annually for the last 15 years.	[[0.205,0.602,0.161,0.019,0.013]]	[0.205,0.602,0.161,0.019,0.013]	negative
42	Some say dissatisfied homosexuals should be offered therapy to help them become heterosexuals; others, especially homosexual psychiatrists, say unhappy homosexuals should be helped only to become happier with their sexual orientation.	[[0.285,0.606,0.089,0.009,0.011]]	[0.285,0.606,0.089,0.009,0.011]	negative
43	La Cage aux Folles,'' the French farce about a homosexual couple that opened at the 68th Street Playhouse 19 months ago and that has enjoyed huge popularity, is finally ending its run there tomorrow, but not for lack of an audience. ''	[[0.159,0.38,0.315,0.1,0.046]]	[0.159,0.38,0.315,0.1,0.046]	negative
44	Then the first issue of The Bush Report, a new Washington newsletter reporting on issues involving homosexuals, arrived in the mail last week with a prediction that has made some Democrats a bit anxious about a stirring political minority.	[[0.065,0.24,0.39,0.242,0.063]]	[0.065,0.24,0.39,0.242,0.063]	neutral
45	David B. Goodstein, former publisher of The Advocate, a national publication based in Los Angeles, who was a leading spokesman for homosexuals, died Saturday at Sharp Memorial Hospital in San Diego from complications after surgery for bowel cancer.	[[0.372,0.505,0.109,0.005,0.009]]	[0.372,0.505,0.109,0.005,0.009]	negative
46	Are you asking readers to believe the bill does not constitute ''a declaration of support for homosexual ways of life,'' simply because it ''explicitly states that it does not endorse or promote any group or community''?	[[0.149,0.722,0.116,0.009,0.004]]	[0.149,0.722,0.116,0.009,0.004]	negative
47	Christopher Street Financial at 80 Wall Street, named for a Greenwich Village area popular with the city's homosexuals, was founded three years ago as a financial services company for that segment of the population.	[[0.169,0.618,0.179,0.022,0.012]]	[0.169,0.618,0.179,0.022,0.012]	negative
48	The review was undertaken to substantiate charges, contained in the uncorrected proofs of the book, that the late cardinal was a homosexual whose sex life ''was a source of profound embarrassment and shame to many priests.''	[[0.195,0.574,0.219,0.007,0.005]]	[0.195,0.574,0.219,0.007,0.005]	negative
49	To the Editor: Your Nov. 7 editorial was a voice of reason, albeit a timid one, in its call for Archbishop O'Connor to back off in his dispute with the city over Mayor Koch's executive order barring discrimination against homosexuals in hiring by agencies under contract for social services.	[[0.132,0.651,0.199,0.012,0.006]]	[0.132,0.651,0.199,0.012,0.006]	negative
50	LEAD: Sean Patrick Flanagan, who said he thought he was doing society a service by killing homosexuals, was executed by injection early Friday.	[[0.267,0.512,0.199,0.013,0.01]]	[0.267,0.512,0.199,0.013,0.01]	negative
51	LEAD: The National Endowment for the Arts yesterday withdrew its sponsorship of a New York City art show about AIDS that includes images of homosexual acts and criticizes public figures.	[[0.071,0.426,0.373,0.104,0.026]]	[0.071,0.426,0.373,0.104,0.026]	negative
52	MOSCOW, July 21 (AP) Soviet security men seized an Italian homosexual in Red Square today when he attempted to handcuff himself to a fence near St. Basil's Cathedral.	[[0.208,0.634,0.117,0.021,0.019]]	[0.208,0.634,0.117,0.021,0.019]	negative
53	The Federal agency argued that immigration laws banned homosexuals from entering the country.	[[0.103,0.633,0.226,0.028,0.01]]	[0.103,0.633,0.226,0.028,0.01]	negative
54	LEAD: AIDS came up only in a footnote, but a Supreme Court decision last week in an employment discrimination case seemed to dispatch an Administration argument that had worried homosexual-rights advocates for months.	[[0.129,0.527,0.297,0.032,0.014]]	[0.129,0.527,0.297,0.032,0.014]	negative
55	Mayor Koch last week won the assistance of a state appeals court to outmaneuver the Salvation Army, the Roman Catholic Archdiocese and Agudath Israel of America over the issue of discrimination against homosexuals.	[[0.154,0.543,0.179,0.088,0.036]]	[0.154,0.543,0.179,0.088,0.036]	negative
56	As a result, any new study of homosexuality must be surefooted in both its method and its theory.	[[0.055,0.513,0.305,0.115,0.012]]	[0.055,0.513,0.305,0.115,0.012]	negative
57	To the Editor: ''Hiring Rights and Conscience,'' your June 24 editorial about hiring practices as they affect homosexuals, made a number of misleading assumptions.	[[0.236,0.625,0.127,0.007,0.005]]	[0.236,0.625,0.127,0.007,0.005]	negative
58	The 'homo' in 'homosexual' comes not from the Latin word meaning 'man,' but from the Greek homos, meaning 'same.'	[[0.079,0.646,0.261,0.01,0.004]]	[0.079,0.646,0.261,0.01,0.004]	negative
59	Despite the four-to-one defeat, the leader of Houston's Gay Political Caucus said homosexual men and women would continue to back candidates and press for nondiscriminatory policies.	[[0.095,0.647,0.217,0.031,0.01]]	[0.095,0.647,0.217,0.031,0.01]	negative
60	They find the bill, which forbids discrimination against homosexuals in jobs, housing and public accommodations, ''exceedingly dangerous to our society.''	[[0.142,0.666,0.178,0.008,0.005]]	[0.142,0.666,0.178,0.008,0.005]	negative
61	To the Editor: ''The Mayor, the Bishop and the Court'' (editorial, May 9), calling on the Mayor and the Archbishop of New York to build on the best of what is contained in the recent Appellate Division decision upholding the constitutionality of Executive Order 50 and its regulations, shows you recognize that this issue, originally focusing on homosexuality, is taking a turn that jeopardizes the continuance of church-sponsored social agencies in meeting the needs of people, especially thousands of children, in this city.	[[0.286,0.515,0.184,0.009,0.006]]	[0.286,0.515,0.184,0.009,0.006]	negative
62	The statement condemned a Vatican document released Oct. 30 that firmly reasserted the church's teaching against homosexual activity and warned church leaders against associations with Catholic groups that condone such activity.	[[0.128,0.667,0.178,0.02,0.007]]	[0.128,0.667,0.178,0.02,0.007]	negative
63	A homosexual Jesuit priest yesterday defied a Vatican directive that he remain publicly silent on the subject of homosexuality.	[[0.097,0.599,0.265,0.029,0.01]]	[0.097,0.599,0.265,0.029,0.01]	negative
64	Along with the rest of the military, the corps refuses to hire homosexuals.	[[0.181,0.619,0.146,0.034,0.02]]	[0.181,0.619,0.146,0.034,0.02]	negative
65	Yesterday, it appeared to be just about over, as 18-year-old Leroy Williams, a former Congressional page whose allegations of homosexual liaisons with lawmakers prompted both inquiries - and a commission to review the page system besides - told the committee that he had lied.	[[0.15,0.525,0.263,0.043,0.019]]	[0.15,0.525,0.263,0.043,0.019]	negative
66	The city then wanted to show that it was not singling out homosexuals, Mr. Emery said, and it fabricated the prostitution charges against Plato's Retreat, a heterosexual club, after it had been unable to find any AIDS-related practices there.	[[0.487,0.413,0.088,0.004,0.008]]	[0.487,0.413,0.088,0.004,0.008]	very negative
67	Vatican on Homosexuality The Vatican recommends that homosexuals be encouraged to practice the sacraments but affirms condemnation of homosexual acts.	[[0.116,0.603,0.202,0.057,0.022]]	[0.116,0.603,0.202,0.057,0.022]	negative
68	LEAD: The Seattle Archdiocese will assume sponsorship of a mass for homosexuals, Archbishop Raymond G. Hundhausen announced today, but the group that had sponsored the weekly church service is divided over whether to accept the change or move elsewhere.	[[0.183,0.537,0.242,0.025,0.014]]	[0.183,0.537,0.242,0.025,0.014]	negative
69	The organization said Thursday that the Army had agreed to pay a $10,000 out-of-court settlement to Warren G. Preston, 41, whose clearance at an electronics concern was changed when he admitted he was homosexual.	[[0.13,0.616,0.207,0.033,0.013]]	[0.13,0.616,0.207,0.033,0.013]	negative
70	Turkey's security forces, which have been waging a resolute campaign against terrorism, separatism and anarchy, have now struck out against male homosexuals.	[[0.302,0.583,0.101,0.006,0.008]]	[0.302,0.583,0.101,0.006,0.008]	negative
71	A City Councilman, who is a minister, was given police protection yesterday after vandals broke into his South Bronx church and damaged his car, and after he received telephone threats, apparently because he voted last month for a homosexual-rights bill. ''	[[0.312,0.479,0.17,0.018,0.021]]	[0.312,0.479,0.17,0.018,0.021]	negative
72	A romantic star of a daytime soap opera, he is precipitately dropped from the show, apparently because of his homosexuality.	[[0.033,0.107,0.116,0.603,0.141]]	[0.033,0.107,0.116,0.603,0.141]	positive
73	Among the archbishops present was John J. O'Connor of New York, who has refused to comply with a city requirement that organizations doing business with the city affirm that they do not discriminate against homosexuals.	[[0.132,0.554,0.249,0.048,0.017]]	[0.132,0.554,0.249,0.048,0.017]	negative
74	The city's Public Health Director today ordered 14 bathhouses and sex clubs catering to homosexuals to close immediately, saying they were ''fostering disease and death'' by allowing indiscriminate sexual contacts that could spread AIDS.	[[0.14,0.68,0.144,0.028,0.007]]	[0.14,0.68,0.144,0.028,0.007]	negative
75	Federal epidemiologists investigating a serious disorder of the body's immune system that has mostly afflicted male homosexuals reported new evidence yesterday suggesting that the outbreak is linked to an infectious agent. ''	[[0.098,0.451,0.213,0.18,0.059]]	[0.098,0.451,0.213,0.18,0.059]	negative
76	The United States Immigration and Naturalization Service will appeal a ruling allowing Carl Hill, an acknowledged homosexual from London, to stay in the United States for 60 days, a service official said today.	[[0.052,0.195,0.136,0.494,0.124]]	[0.052,0.195,0.136,0.494,0.124]	positive
77	A 12- year-old boy has appealed to President Reagan for help in his bid to live with his mother, who has been jailed for refusing to disclose his whereabouts, instead of with his father, a homosexual who has legal custody, a minister said Monday.	[[0.176,0.529,0.26,0.024,0.01]]	[0.176,0.529,0.26,0.024,0.01]	negative
78	An undercover operation by the state police to reduce homosexual activity at rest stops on the Merritt Parkway near Greenwich and New Canaan has resulted in the arrests of eight men this week, the authorities said.	[[0.259,0.635,0.09,0.007,0.009]]	[0.259,0.635,0.09,0.007,0.009]	negative
79	JEREMY THORPE was indicted for conspiring to murder a male model with whom he may or may not have had homosexual relations, and for "inciting" that conspiracy.	[[0.152,0.62,0.19,0.025,0.014]]	[0.152,0.62,0.19,0.025,0.014]	negative
80	The former commanding officer of a Navy frigate was ordered dismissed from the Navy today and fined $100 a month for 12 months for having a homosexual affair with a crew member.	[[0.128,0.62,0.196,0.041,0.016]]	[0.128,0.62,0.196,0.041,0.016]	negative
81	On the weekly beat, the sitcom ''Soap'' and the melodrama ''Dynasty'' featured homosexuals in their large casts of characters.	[[0.078,0.711,0.181,0.024,0.006]]	[0.078,0.711,0.181,0.024,0.006]	negative
82	The priest, the Rev. Charles E. Curran, a popular lecturer at the university in Washington, has generally argued that the church's opposition to divorce, birth control, homosexual acts and abortion should not be absolute.	[[0.353,0.414,0.14,0.044,0.049]]	[0.353,0.414,0.14,0.044,0.049]	negative
83	Philip's parents don't know that their son is a homosexual, but he doesn't know that his father is also gay.	[[0.104,0.563,0.287,0.037,0.01]]	[0.104,0.563,0.287,0.037,0.01]	negative
84	But the doctors who have made the diagnoses, mostly in New York City and the San Francisco Bay area, are alerting other physicians who treat large numbers of homosexual men to the problem in an effort to help identify more cases and to reduce the delay in offering chemotherapy treatment.	[[0.123,0.693,0.157,0.019,0.008]]	[0.123,0.693,0.157,0.019,0.008]	negative
85	LEAD: A seamy piece of campaign literature circulated during last month's primary race for Brooklyn District Attorney attempted to link the former special prosecutor Charles Hynes to homosexual groups.	[[0.052,0.312,0.416,0.187,0.032]]	[0.052,0.312,0.416,0.187,0.032]	neutral
86	Opponents of the latest homosexual-rights bill argued at a City Council committee hearing last week that the legislation would force schools to teach children that homosexuality and bisexuality were acceptable alternatives to the norm.	[[0.169,0.656,0.147,0.017,0.011]]	[0.169,0.656,0.147,0.017,0.011]	negative
87	Acquired immune deficiency syndrome, or AIDS, was first seen in homosexual men - particularly those who were promiscuous - but it has now struck so many different groups that its course cannot be predicted.	[[0.17,0.561,0.229,0.027,0.013]]	[0.17,0.561,0.229,0.027,0.013]	negative
88	The disease destroys the immune system, leaving the body vulnerable to other diseases, and is most common among male homosexuals and abusers of injectable drugs.	[[0.141,0.484,0.181,0.136,0.057]]	[0.141,0.484,0.181,0.136,0.057]	negative
89	LEAD: An article on Wednesday about the impact of drug addicts on hospitals in New York City misstated the period in which recorded cases of AIDS among intravenous drug abusers first outnumbered those among homosexual men.	[[0.125,0.55,0.254,0.05,0.02]]	[0.125,0.55,0.254,0.05,0.02]	negative
90	What causes acquired immune deficiency syndrome, the deadly disease that has terrorized the homosexual community in America in recent years?	[[0.097,0.531,0.347,0.017,0.007]]	[0.097,0.531,0.347,0.017,0.007]	negative
91	To the Editor: New York City and State purport the reason for closing the homosexual bathhouses is to inhibit the spread of AIDS and to ''save lives.''	[[0.102,0.678,0.202,0.013,0.005]]	[0.102,0.678,0.202,0.013,0.005]	negative
92	LEAD: In a move that threatens to split the country's largest Protestant denomination, the governing council of the United Church of Canada has voted to admit homosexual men and women into the clergy.	[[0.138,0.549,0.255,0.04,0.018]]	[0.138,0.549,0.255,0.04,0.018]	negative
93	LEAD: About 60 people, silently protesting a recent diocesan order that ended a special mass for Roman Catholic homosexuals, stood during John Cardinal O'Connor's sermon at St. Patrick's Cathedral yesterday.	[[0.131,0.496,0.305,0.049,0.02]]	[0.131,0.496,0.305,0.049,0.02]	negative
94	A homosexual cannot adopt his 50-year-old lover because ''sexual intimacy is utterly repugnant to the relationship between child and parent in our society,'' the state's highest court ruled today.	[[0.133,0.279,0.338,0.202,0.048]]	[0.133,0.279,0.338,0.202,0.048]	neutral
95	Jonathan Parrish, who was a homosexual and had AIDS, has been murdered at his beach-front home in the Florida Keys, and his brother Ralph, a homophobic farmer from Indiana, has been charged with the crime.	[[0.493,0.444,0.048,0.004,0.012]]	[0.493,0.444,0.048,0.004,0.012]	very negative
96	To the Editor: Msgr. Daniel S. Hamilton's Nov. 21 letter significantly distorts by selective quotation both the Vatican document on homosexuals, which he tries to defend, and the letter of David M. Wertheimer (Nov. 8), which criticizes the Vatican's position.	[[0.426,0.442,0.112,0.008,0.011]]	[0.426,0.442,0.112,0.008,0.011]	negative
97	Marchers included members of several organizations calling for increased rights for homosexuals as well as a group of transvestite beauty queens led by ''Miss Gay Rochester'' and someone on stilts dressed as a purple butterfly.	[[0.149,0.565,0.236,0.034,0.016]]	[0.149,0.565,0.236,0.034,0.016]	negative
98	LEAD: A Federal appeals court here today ordered the Army to make an exception to its ban on homosexuals and allow a former sergeant who is gay to re-enlist.	[[0.023,0.065,0.156,0.599,0.157]]	[0.023,0.065,0.156,0.599,0.157]	positive
99	The Army does not permit the recruiting of homosexuals, either for specialized legal duty with the Judge Advocate General's Corps or for general service in the ranks.	[[0.108,0.648,0.208,0.027,0.009]]	[0.108,0.648,0.208,0.027,0.009]	negative
100	I've been told by people in the Public Health Service that it cannot get involved in what many of us within the AIDS service community have done, which is to give people specific information about what they should and shouldn't do in their sexual practices, because that would condone homosexual acts.	[[0.167,0.614,0.152,0.049,0.018]]	[0.167,0.614,0.152,0.049,0.018]	negative
101	The 1975 Vatican ''Declaration on Sexual Ethics'' continued to classify homosexual behavior between individuals as sinful.	[[0.092,0.529,0.293,0.068,0.019]]	[0.092,0.529,0.293,0.068,0.019]	negative
102	Justice Department officials said Mr. Bauman had avoided prosecution by agreeing to undergo six months of counseling and publicly stating that he was an alcoholic and had ''homosexual tendencies.''	[[0.138,0.594,0.229,0.026,0.014]]	[0.138,0.594,0.229,0.026,0.014]	negative
103	In the United States, in addition to Haitians, others regarded as being in the AIDS high-risk group are male homosexuals, intravenous drug users, hemophiliacs and, in a much lower number of cases, recipients of blood transfusions.	[[0.181,0.667,0.126,0.019,0.006]]	[0.181,0.667,0.126,0.019,0.006]	negative
104	The homosexual investigator has been pretty well pre-empted up to now by Joseph Hansen and his Dave Brandstetter series.	[[0.037,0.107,0.218,0.504,0.133]]	[0.037,0.107,0.218,0.504,0.133]	positive
105	The killing of four people during a bank robbery may have been touched off when a bank employee suggested that the robbers were homosexual, a prosecutor said today.	[[0.114,0.61,0.198,0.059,0.019]]	[0.114,0.61,0.198,0.059,0.019]	negative
106	Each will argue his position on abortion, child care, homosexual rights and other issues on which church and state meet - sometimes head on.	[[0.361,0.46,0.154,0.013,0.012]]	[0.361,0.46,0.154,0.013,0.012]	negative
107	The State Senate Minority Leader, Manfred Ohrenstein, said yesterday that he would try to persuade Senator John H. Glenn to reverse his opposition to proposed Federal legislation banning discrimination against homosexuals.	[[0.443,0.427,0.096,0.011,0.022]]	[0.443,0.427,0.096,0.011,0.022]	very negative
108	It also described at length a homosexual relationship between Mr. Winans, 35 years old, and a former Wall Street Journal news clerk who was characterized as a key figure in the episode.	[[0.159,0.606,0.181,0.039,0.015]]	[0.159,0.606,0.181,0.039,0.015]	negative
109	More than 10,000 supporters of rights for homosexuals marched through Beacon Hill and rallied on The Common today in the annual Gay and Lesbian Pride parade.	[[0.244,0.64,0.079,0.019,0.018]]	[0.244,0.64,0.079,0.019,0.018]	negative
110	LEAD: In the Bohemian neighborhood of New Town on this city's North Side, several shops and bars that are popular among homosexuals here have recently been scrawled with obscene slurs and the imperative: ''Die!''	[[0.12,0.544,0.27,0.047,0.018]]	[0.12,0.544,0.27,0.047,0.018]	negative
111	The Presbyterian Church has upheld the church's ban on ordination of practicing homosexuals, church officials announced today.	[[0.133,0.552,0.168,0.107,0.039]]	[0.133,0.552,0.168,0.107,0.039]	negative
112	Live, all-day coverage of the New York City Council hearings on the proposed homosexual-rights bill will be televised today, beginning at 10 A.M., on WNYC-TV (Channel 31 on UHF and Channel 3 on Manhattan Cable).	[[0.349,0.578,0.06,0.004,0.009]]	[0.349,0.578,0.06,0.004,0.009]	negative
113	Earlier this year the Democratic National Committee established a Gay and Lesbian Caucus, and officials at the Republican National Committee so far have held two meetings with representatives of the party's six homosexual clubs. ''	[[0.033,0.082,0.041,0.604,0.241]]	[0.033,0.082,0.041,0.604,0.241]	positive
114	In giving us a contemporary history of homosexuals in America, it says they are not really different.	[[0.046,0.501,0.288,0.154,0.012]]	[0.046,0.501,0.288,0.154,0.012]	negative
115	LEAD: Public tolerance of homosexual relations between consenting adults has increased, returning to a level that existed in 1982 before public concern over the spread of AIDS caused a backlash against homosexuals, according to the latest Gallup Poll.	[[0.13,0.595,0.236,0.029,0.01]]	[0.13,0.595,0.236,0.029,0.01]	negative
116	But when Sheldon W. Andelson, a prominent Los Angeles liberal and homosexual activist, held a fund-raising event recently, also at $100 a ticket, it was not for Mr. Bachrach, but for Mr. Kennedy.	[[0.213,0.671,0.082,0.021,0.013]]	[0.213,0.671,0.082,0.021,0.013]	negative
117	For the prostitute, the con man recruits his own homosexual son, a crooked former policeman who has lately taken to dating a female vice-squad officer. ''	[[0.068,0.64,0.253,0.033,0.007]]	[0.068,0.64,0.253,0.033,0.007]	negative
118	The Court's unsigned order, setting the case for a hearing next spring, involves a homosexual man who challenged Georgia's law against any oral or anal intercourse.	[[0.132,0.624,0.196,0.031,0.016]]	[0.132,0.624,0.196,0.031,0.016]	negative
119	Schools Chancellor Nathan Quinones said yesterday that the New York City Board of Education had sponsored a school for homosexual adolescents because it was the only way to provide them with the education that state law requires. ''	[[0.147,0.524,0.225,0.07,0.035]]	[0.147,0.524,0.225,0.07,0.035]	negative
120	Many parents of homosexual children believe homosexuality is rooted in biological rather than psychological causes, according to participants in a special discussion today at the annual convention of the American Psychological Association.	[[0.04,0.13,0.182,0.522,0.126]]	[0.04,0.13,0.182,0.522,0.126]	positive
121	Nor is it for those who regard homosexuality and heterosexuality as essentially different persuasions.	[[0.027,0.203,0.694,0.065,0.01]]	[0.027,0.203,0.694,0.065,0.01]	neutral
122	LEAD: SHARP debates have erupted in the General Assembly over legislation on housing, English as an ''official'' language, the death penalty, homosexual rights and plant closings - to name a few issues.	[[0.177,0.558,0.23,0.023,0.013]]	[0.177,0.558,0.23,0.023,0.013]	negative
123	It called on the City Council to provide ''legislative protection'' for homosexuals. ''	[[0.038,0.355,0.58,0.023,0.004]]	[0.038,0.355,0.58,0.023,0.004]	neutral
124	The homosexual lover and business partner of an assassinated Supervisor, Harvey Milk, should receive a portion of survivor's death benefits, according to a ruling in this city with a large homosexual population.	[[0.302,0.458,0.106,0.065,0.069]]	[0.302,0.458,0.106,0.065,0.069]	negative
125	Georgetown University's religious beliefs exempt it from local laws prohibiting discrimination against homosexuals, a judge of the District of Columbia Superior Court has ruled.	[[0.214,0.642,0.122,0.012,0.01]]	[0.214,0.642,0.122,0.012,0.01]	negative
126	A tongue infection found in male homosexuals appears to be a possible ''early warning sign'' of AIDS, or acquired immune deficiency syndrome, researchers at the University of California at San Francisco report.	[[0.157,0.656,0.152,0.024,0.011]]	[0.157,0.656,0.152,0.024,0.011]	negative
127	SEATTLE, Jan. 1 (AP)--A former soldier who successfully fought off an attempt by the Army to discharge him for being a homosexual has been charged with first-degree murder in the slaying of his roommate.	[[0.297,0.595,0.089,0.008,0.011]]	[0.297,0.595,0.089,0.008,0.011]	negative
128	To Bloomsbury followers, the story has the ring of an old family joke: the bisexual Dora Carrington worshiped the homosexual Lytton Strachey; he was enamored of the heterosexual Ralph Partridge, who conveniently enough loved Dora Carrington.	[[0.374,0.53,0.083,0.005,0.008]]	[0.374,0.53,0.083,0.005,0.008]	negative
129	The organizers asserted it was the first official meeting of homosexual politicians from around the country.	[[0.084,0.455,0.305,0.124,0.032]]	[0.084,0.455,0.305,0.124,0.032]	negative
130	LEAD: ACIDIC badinage zips around the stage in Robert Patrick's farcical comedy ''Blue Is for Boys,'' a wildly fanciful imagining of the goings-on in an Upper West Side apartment converted into a college residence hall for male homosexual students.	[[0.085,0.319,0.176,0.316,0.103]]	[0.085,0.319,0.176,0.316,0.103]	negative
