id	context	predictions	aggregatedPredictions	category
2063	Now the painting of the green line is a harbinger not just of spring but of the annual argument over whether gay and lesbian marchers join in, and the tallying that follows of which politicians decided to make points by being in the line of march and which decided to make points by staying away.	[[0.061,0.429,0.425,0.069,0.015]]	[0.061,0.429,0.425,0.069,0.015]	negative
2064	Just three weeks after Matt Foreman became the executive director of the Gay and Lesbian Anti-Violence Project, in January 1990, a man named James Zappalorti was stabbed and beaten to death on Staten Island by two men who thought he was gay.	[[0.22,0.568,0.191,0.012,0.009]]	[0.22,0.568,0.191,0.012,0.009]	negative
2065	The section of the curriculum talks about gay and lesbian parents and includes bibliographical entries related to that topic.	[[0.123,0.64,0.163,0.057,0.018]]	[0.123,0.64,0.163,0.057,0.018]	negative
2066	The 14-year-old institute, which offers education, counseling and support services to lesbian and gay teen-agers, plans to move this fall into 17,000 square feet on the third floor of 10 Astor Place, at Lafayette Street.	[[0.494,0.435,0.057,0.004,0.01]]	[0.494,0.435,0.057,0.004,0.01]	very negative
2067	We're a nation of joiners, which goes a way toward explaining the many lesbians and gay men in New York this weekend.	[[0.12,0.649,0.157,0.055,0.019]]	[0.12,0.649,0.157,0.055,0.019]	negative
2068	The number of incidents of violence against homosexuals declined last year for the first time since 1988, according to a survey released today by the National Gay and Lesbian Task Force.	[[0.143,0.574,0.201,0.06,0.022]]	[0.143,0.574,0.201,0.06,0.022]	negative
2069	But 30 East 39th Street will soon be making history: recently purchased by the nonprofit Hetrick-Martin Institute, it is to become the first group home in New York for gay and lesbian young people.	[[0.21,0.65,0.123,0.01,0.007]]	[0.21,0.65,0.123,0.01,0.007]	negative
2070	Two Irish groups -- one favoring the inclusion of a gay and lesbian organization, the other maintaining its traditional opposition -- are competing for the permit to run next year's St. Patrick's Day Parade.	[[0.221,0.652,0.107,0.01,0.01]]	[0.221,0.652,0.107,0.01,0.01]	negative
2071	The Senate brushed aside complaints of conservatives today and confirmed an openly lesbian San Francisco Supervisor, Roberta Achtenberg, to be a top Federal housing official.	[[0.323,0.549,0.083,0.022,0.024]]	[0.323,0.549,0.083,0.022,0.024]	negative
2072	"They're, like, all lesbians there!"	[[0.053,0.262,0.208,0.414,0.062]]	[0.053,0.262,0.208,0.414,0.062]	positive
2073	The extra goes to groups like the Rain Forest Action Network, Planned Parenthood and the National Gay and Lesbian Task Force.	[[0.212,0.692,0.071,0.016,0.009]]	[0.212,0.692,0.071,0.016,0.009]	negative
2074	"The party's decision to shut us out is repugnant to all fair-minded Americans, regardless of their views on gay and lesbian equality," said Dale Carpenter, president of the Texas chapter.	[[0.329,0.577,0.06,0.02,0.013]]	[0.329,0.577,0.06,0.02,0.013]	negative
2075	James Dale might in fact have an easier run in life if, like some gay men and lesbians, he spent his private time in the gay bars, churches, athletic clubs and interest groups that formed a shelter for a whole population rejected from the usual places.	[[0.153,0.571,0.22,0.04,0.016]]	[0.153,0.571,0.22,0.04,0.016]	negative
2076	A Vietnam veteran who rose through the officer ranks to become chief of nursing for Washington State's Army National Guard was discharged from the military today because she is a lesbian.	[[0.149,0.563,0.181,0.074,0.032]]	[0.149,0.563,0.181,0.074,0.032]	negative
2077	Guy Molinari, the Staten Island Borough President, who served as chairman of George Pataki's gubernatorial campaign in New York City, soared high on the insensitivity scale when he told a Columbus Day meeting of policemen that Karen Burstein, the Democratic candidate for attorney general, was unfit for the job because she is a lesbian.	[[0.314,0.522,0.093,0.032,0.039]]	[0.314,0.522,0.093,0.032,0.039]	negative
2078	When PHILIP JOHNSON, the architect, was first approached about posing for the cover of Out, a monthly gay and lesbian magazine, he had some trepidation.	[[0.224,0.542,0.195,0.022,0.017]]	[0.224,0.542,0.195,0.022,0.017]	negative
2079	A speechless movie star, a lesbian center fielder, an offensive lineman called Pops and the daughter of a symbol made the short list of 1991 column subjects I called up this week to wish a Happy New Year.	[[0.536,0.385,0.062,0.004,0.013]]	[0.536,0.385,0.062,0.004,0.013]	very negative
2080	The lawmakers narrowly rejected a move to reduce the age to 16, which would have put homosexual men legally on a par with heterosexuals and lesbians.	[[0.141,0.641,0.182,0.025,0.011]]	[0.141,0.641,0.182,0.025,0.011]	negative
2081	Ms. Lang, the first openly lesbian singer to attain mainstream success, had just finished whipping the crowd into a gleeful froth by belting out her romantic hits and a version of the old Tom Jones standard "What's New Pussycat?"	[[0.102,0.338,0.228,0.251,0.081]]	[0.102,0.338,0.228,0.251,0.081]	negative
2082	An article on Sunday about plans for a gay march on Washington next Sunday described a White House meeting last Friday between President Clinton and leaders of gay and lesbian groups.	[[0.119,0.597,0.208,0.055,0.02]]	[0.119,0.597,0.208,0.055,0.02]	negative
2083	The Supreme Court agreed today to decide whether the organizers of Boston's venerable St. Patrick's Day parade have a constitutional right to exclude marchers who seek to identify themselves as gay, lesbian, and bisexual Irish-Americans.	[[0.11,0.623,0.223,0.033,0.012]]	[0.11,0.623,0.223,0.033,0.012]	negative
2084	David's busboy at the restaurant, Kane, is a 17-year-old who doesn't want to be gay but probably is; Candy thinks romance would be easier if she were a lesbian, but she probably isn't.	[[0.459,0.458,0.073,0.003,0.007]]	[0.459,0.458,0.073,0.003,0.007]	very negative
2085	In ''Watermelon Woman,'' Ms. Dunye plays Cheryl, a black lesbian filmmaker who is researching the life of a beautiful black movie actress from the 30's for a documentary about black women in film.	[[0.029,0.115,0.2,0.58,0.075]]	[0.029,0.115,0.2,0.58,0.075]	positive
2086	Bowing to pressure from gay and lesbian activists, organizers of the 1996 Olympic Games in Atlanta said today that they would move preliminary volleyball competition out of suburban Cobb County, which passed an anti-gay resolution last year.	[[0.191,0.647,0.137,0.015,0.01]]	[0.191,0.647,0.137,0.015,0.01]	negative
2087	To the Editor: The murder of a lesbian woman in the Boerum Hill section of Brooklyn may not have been related to her sexual orientation, but police mishandling of the case certainly was.	[[0.143,0.647,0.193,0.012,0.006]]	[0.143,0.647,0.193,0.012,0.006]	negative
2088	At Rutgers, Ms. Stimpson periodically leads a graduate seminar in which she tries to acquaint a new generation with the writer, her influence on artistic community, her vision in trying to break down the formalism of writing the way Cezanne and Picasso were transforming art, her courage as a lesbian intellectual in a largely male arena.	[[0.166,0.673,0.147,0.009,0.005]]	[0.166,0.673,0.147,0.009,0.005]	negative
2089	He provided substantial support to the Human Rights Campaign, where he served on the Board of Directors, GlAAD (the Gay and Lesbian Alliance against Defamation), and other organizations.	[[0.155,0.685,0.131,0.02,0.008]]	[0.155,0.685,0.131,0.02,0.008]	negative
2090	Since her dismissal, Col. Cammermeyer said, she has filed a lawsuit against the Federal Government and has become, to her surprise, a national spokeswoman for the cause of gays and lesbians in the military.	[[0.216,0.626,0.143,0.009,0.006]]	[0.216,0.626,0.143,0.009,0.006]	negative
2091	An Alabama law barring gay and lesbian groups on college campuses from receiving public money or other official support has been declared unconstitutional by a Federal judge.	[[0.147,0.638,0.178,0.024,0.012]]	[0.147,0.638,0.178,0.024,0.012]	negative
2092	On Sept. 23, 75 people packed the Rising Cafe, a lesbian-owned coffeehouse on Fifth Avenue at Sackett Street, for a meeting with police officials.	[[0.22,0.634,0.111,0.023,0.011]]	[0.22,0.634,0.111,0.023,0.011]	negative
2093	The narrator, a young medical intern, uses his computer to write to one woman he still loves and another he almost loves -- and who are in a lesbian relationship together.	[[0.025,0.103,0.383,0.419,0.07]]	[0.025,0.103,0.383,0.419,0.07]	positive
2094	On Monday afternoon, a group of women from an organization called Lesbian Agenda entered the Madison Avenue office of ALEXANDRA PENNEY, editor in chief of Self magazine, to protest the magazine's plans for an event in Aspen, Colo., next week.	[[0.195,0.578,0.208,0.013,0.005]]	[0.195,0.578,0.208,0.013,0.005]	negative
2095	ANITA GATES ELLEN On April 30, the coming-out episode for prime time's first lesbian title character was watched by 40 million or so Americans.	[[0.171,0.679,0.133,0.01,0.008]]	[0.171,0.679,0.133,0.01,0.008]	negative
2096	But Torie Osborn, the executive director of the National Gay and Lesbian Task Force, is closer to tougher cinematic heroines, like those played by Sigourney Weaver.	[[0.288,0.456,0.068,0.096,0.091]]	[0.288,0.456,0.068,0.096,0.091]	negative
2097	NOW that the Supreme Court has effectively barred self-proclaiming gay and lesbian marchers of Irish heritage from St. Patrick's Day parades, the New York contingent might consider taking their banner over to the West Indian Day parade down Brooklyn's Eastern Parkway.	[[0.233,0.567,0.174,0.013,0.013]]	[0.233,0.567,0.174,0.013,0.013]	negative
2098	As close to psychodrama as it is to the one-woman show that is its billing, ''Whiplash,'' subtitled ''A Tale of a Tomboy,'' takes Ms. Mars from her youthful years in a small Ohio town where she carried the simultaneous titles of whore and lesbian to her adventures in Central America with Brigitte, her bisexual French lover, to San Francisco and New York, where Ms. Mars supplemented her earnings as a masseur with sexual manipulation.	[[0.127,0.636,0.196,0.033,0.008]]	[0.127,0.636,0.196,0.033,0.008]	negative
2099	Proponents of same-sex marriage scored a courtroom victory in Honolulu last week that left Hawaii possibly just one legal step away from allowing gay and lesbian couples to wed.	[[0.249,0.595,0.132,0.014,0.01]]	[0.249,0.595,0.132,0.014,0.01]	negative
2100	One, Concerned Viewers for Quality Television, urged people to turn off their sets to show disapproval of what it considers objectionable programming, while the other, the New York chapter of the Gay and Lesbian Alliance Against Defamation, encouraged people to turn on their sets in a counter-protest.	[[0.573,0.343,0.067,0.005,0.013]]	[0.573,0.343,0.067,0.005,0.013]	very negative
2101	Gay and lesbian characters in television drama, virtually invisible not too long ago, are being seen and heard with increasing frequency nowadays.	[[0.348,0.563,0.076,0.004,0.008]]	[0.348,0.563,0.076,0.004,0.008]	negative
2102	Nearing formulation of a new policy toward gay men and lesbians in the military, Defense Secretary Les Aspin will give President Clinton later this week three proposals on how to phrase one thought, "Homosexuality is incompatible with military service," that is the crux of a contentious issue.	[[0.263,0.611,0.103,0.012,0.012]]	[0.263,0.611,0.103,0.012,0.012]	negative
2103	To the Editor: Our military leaders have begun a well-orchestrated campaign to persuade President-elect Clinton to abandon his pledge to end the Pentagon's ban on service by openly gay and lesbian Americans.	[[0.188,0.615,0.182,0.009,0.006]]	[0.188,0.615,0.182,0.009,0.006]	negative
2104	Floating from the euphoria of a weekend rally that drew hundreds of thousands of homosexuals to the capital, leaders of gay and lesbian groups today weighed how to build on that momentum to advance their cause in Congress and with the American public.	[[0.119,0.562,0.245,0.053,0.021]]	[0.119,0.562,0.245,0.053,0.021]	negative
2105	Support for Gay Students Massachusetts is about to become the first state to outlaw discrimination against gay and lesbian students in public schools.	[[0.083,0.545,0.29,0.063,0.018]]	[0.083,0.545,0.29,0.063,0.018]	negative
2106	Is President Clinton controlled by a coven of Communist lesbian members of the Trilateral Commission?	[[0.047,0.659,0.282,0.01,0.002]]	[0.047,0.659,0.282,0.01,0.002]	negative
2107	This exercise in mind expansion can only benefit gay men and lesbians.	[[0.063,0.395,0.272,0.233,0.038]]	[0.063,0.395,0.272,0.233,0.038]	negative
2108	LEAD: In what is apparently the first Federal lawsuit of its kind, the surviving lesbian partner of a deceased A.T.&T. employee has charged the company with discrimination for refusing to pay her the same death benefits it would have paid to a husband.	[[0.154,0.555,0.243,0.032,0.016]]	[0.154,0.555,0.243,0.032,0.016]	negative
2109	It is also the life story of countless numbers of gay men and lesbians who fled what Tina Landau, the writer and director, describes in the play "1969" as the "vast map of normalcy" that is much of America.	[[0.052,0.279,0.479,0.163,0.027]]	[0.052,0.279,0.479,0.163,0.027]	neutral
2110	But the ruse is shattered when daddy catches Vicky in bed with Lisa (Mary Lou Graulau), the lesbian chef in the restaurant where Vicky is a waitress.	[[0.161,0.642,0.188,0.005,0.003]]	[0.161,0.642,0.188,0.005,0.003]	negative
2111	The relationship between the 115th Police Precinct and the gay and lesbian residents of Jackson Heights are remarkably improved thanks to the precinct's willingness to learn about who we are through the classes our community provided.	[[0.013,0.026,0.136,0.548,0.277]]	[0.013,0.026,0.136,0.548,0.277]	positive
2112	At least 65 gay and lesbian newspapers are published nationwide, with an estimated total readership of nearly three million, according to a recent study by Mulryan/Nash Advertising in New York.	[[0.414,0.484,0.086,0.007,0.01]]	[0.414,0.484,0.086,0.007,0.01]	negative
2113	What did Ben Wright, the CBS broadcaster, say about lesbians on the women's golf tour?	[[0.049,0.354,0.548,0.04,0.009]]	[0.049,0.354,0.548,0.04,0.009]	neutral
2114	A judge ruled yesterday that Burlington Coat Factory violated a state anti-discrimination law by failing to act on an employee's complaint that she was harassed for being a lesbian.	[[0.194,0.597,0.175,0.024,0.01]]	[0.194,0.597,0.175,0.024,0.01]	negative
2115	Out, a national magazine aimed at affluent gay men and lesbians, says it has more then doubled its circulation in its two-year history -- to more than 100,000.	[[0.189,0.457,0.215,0.089,0.05]]	[0.189,0.457,0.215,0.089,0.05]	negative
2116	And given the new conservatism of Congress, he may have more influence over such measures than many gay or lesbian leaders have.	[[0.109,0.707,0.132,0.043,0.01]]	[0.109,0.707,0.132,0.043,0.01]	negative
2117	Lesbian motherhood is increasingly a subject of public interest, if not general acceptance.	[[0.069,0.318,0.258,0.282,0.073]]	[0.069,0.318,0.258,0.282,0.073]	negative
2118	The decision by Anne Heche, a fast-rising 27-year-old actress and potential movie star, to reveal that she is in a lesbian relationship with the comedian Ellen DeGeneres has confronted Hollywood with a highly delicate problem: how to deal with a gay actress whose career has been built on playing heterosexual roles.	[[0.211,0.607,0.13,0.03,0.022]]	[0.211,0.607,0.13,0.03,0.022]	negative
2119	Today, the store is a chain, with branches in San Francisco and Manhattan that carry 15,000 titles of almost every interest, from serious gay academic studies to classics with general appeal -- like Virginia Woolf's "Orlando" -- to gay and lesbian periodicals from all over the world.	[[0.183,0.536,0.237,0.03,0.015]]	[0.183,0.536,0.237,0.03,0.015]	negative
2120	So advocates of marriage rights for lesbian and gay couples considered it a victory, however backhanded, when the California Senate ended its session on Saturday without approving legislation to bar such unions.	[[0.402,0.511,0.072,0.005,0.01]]	[0.402,0.511,0.072,0.005,0.01]	negative
2121	State-by-state skirmishes over prospective marriage rights for lesbians and gay men escalated into a national battle today with the introduction in Congress of bills that would deny Federal recognition of same-sex marriages if they were ever legalized.	[[0.164,0.631,0.18,0.015,0.009]]	[0.164,0.631,0.18,0.015,0.009]	negative
2122	From the conventional to the outlandish, Ms. Andrews portrays an extraordinary range of subjects: a World War II veteran, shyly proud in his American Legion cap; the pastor of the Full Truth Unity Fellowship of Christ Church, singing a gospel song, eyes closed in ecstasy; a cowboy, muscular and self-assured, who rides on the gay rodeo circuit; a lesbian garden club in Georgia called the Digging Dykes of Decatur; even a Mardi Gras "krewe" or club, featuring transvestites in Las Vegas-style beaded costumes.	[[0.057,0.314,0.381,0.211,0.037]]	[0.057,0.314,0.381,0.211,0.037]	neutral
2123	For the first time in the 30-year history of the Gay and Lesbian Pride March, an active-duty firefighter in blue dress uniform was marching in the parade, and the Fire Department, known for its heavily male, tradition-bound culture, was recognizing Fireflag, a gay firefighters' group, as an official ''line organization'' in the parade.	[[0.213,0.568,0.202,0.012,0.006]]	[0.213,0.568,0.202,0.012,0.006]	negative
2124	In its eight-year existence, the New York Lesbian and Gay Film Festival, also known as the New Festival, has evolved into something considerably more complex than a selection of recent movies by gay and lesbian film makers and video artists.	[[0.006,0.011,0.074,0.674,0.235]]	[0.006,0.011,0.074,0.674,0.235]	positive
2125	It also notes that according to the Gay and Lesbian Parents Coalition, between six million and eight million children are being raised in gay or lesbian households.	[[0.143,0.6,0.229,0.02,0.008]]	[0.143,0.6,0.229,0.02,0.008]	negative
2126	The United States argued that pedophilia was inconsistent with the United Nations Charter's provisions on the rights of the children and that members of the International Lesbian and Gay Association -- an umbrella group representing gay and lesbian groups worldwide -- supported and condoned such behavior.	[[0.184,0.653,0.143,0.014,0.007]]	[0.184,0.653,0.143,0.014,0.007]	negative
2127	SUBARU OF AMERICA, the Travelers Bank and Visa U.S.A. are teaming up with the tennis star Martina Navratilova for an affinity marketing program aimed at gay and lesbian consumers.	[[0.22,0.633,0.119,0.015,0.013]]	[0.22,0.633,0.119,0.015,0.013]	negative
2128	-- JEN RAY a lesbian college teacher in Idaho.	[[0.125,0.7,0.152,0.016,0.008]]	[0.125,0.7,0.152,0.016,0.008]	negative
2129	But, because it was also the Mayor's lawyers who obtained a court order last week preventing the Irish Lesbian and Gay Organization from staging its own march on Fifth Avenue before the parade, several advocates for gay and lesbian causes said that Mr. Dinkins might have lost support among some homosexual voters as well.	[[0.156,0.646,0.167,0.021,0.009]]	[0.156,0.646,0.167,0.021,0.009]	negative
2130	To the Editor: Richard Vigilante writes ("Heather's Mommies vs. Heather's Parents," Op-Ed, Dec. 12) that the promulgation of the Rainbow Curriculum in New York City public schools, with its acknowledgment of gay and lesbian households, is based on "the vain hope that if we teach the nice children that homosexuality is O.K., the bullies will stop beating up gays in the schoolyard or on the streets."	[[0.104,0.644,0.235,0.012,0.005]]	[0.104,0.644,0.235,0.012,0.005]	negative
2131	It speaks volumes about the perception of gay men and lesbians in the late 1960's.	[[0.034,0.135,0.41,0.361,0.06]]	[0.034,0.135,0.41,0.361,0.06]	neutral
2132	She can keep the child and rear it with her friend and former teacher, Kate, a lesbian, even though Caroline, the mother-to-be, isn't gay.	[[0.154,0.312,0.146,0.26,0.127]]	[0.154,0.312,0.146,0.26,0.127]	negative
2133	There's a section marked simply ''noir,'' another devoted to animation, a third to gay and lesbian films. ''	[[0.217,0.736,0.027,0.01,0.01]]	[0.217,0.736,0.027,0.01,0.01]	negative
2134	'Bitter Music' Musicians Accord Lesbian and Gay Community Center In 1935, Harry Partch went on the road and lived the hobo's life.	[[0.136,0.666,0.15,0.033,0.015]]	[0.136,0.666,0.15,0.033,0.015]	negative
2135	AS more mainstream companies aim sales pitches at homosexuals as part of efforts to reach segments of the general consumer market, images associated with gay men and lesbians have become increasingly prevalent in print advertisements for products as disparate as Absolut vodka, American Express travelers checks, Subaru automobiles and Gardenburger vegetable patties.	[[0.332,0.491,0.151,0.012,0.014]]	[0.332,0.491,0.151,0.012,0.014]	negative
2136	Why would lesbian and gay Jews want to salute Israel?	[[0.053,0.679,0.254,0.012,0.003]]	[0.053,0.679,0.254,0.012,0.003]	negative
2137	Still, viewers of public television stations across the country can tune in this week (Thursday night at 10 on WNET in New York) to see the following in the course of one hour: Men kissing each other; men doing the Texas two-step together; women doing the Texas two-step together; a festival of gay and lesbian choruses in Tampa, Fla.; Liza Minnelli singing at Stonewall 25, with rainbow flags waving in the breeze; Ian McKellen discussing the paradox of being a knighted gay man; George C. Wolfe reflecting on ''racist, sexist, homophobic conditioning''; Melissa Etheridge performing at the 1993 gay and lesbian march in Washington; gay-related scenes from ''Angels in America,'' ''Rent'' and ''Love!	[[0.199,0.471,0.241,0.065,0.024]]	[0.199,0.471,0.241,0.065,0.024]	negative
2138	The Microsoft Corporation will begin offering health benefits in July to partners and eligible dependents of its gay and lesbian employees.	[[0.114,0.35,0.181,0.253,0.101]]	[0.114,0.35,0.181,0.253,0.101]	negative
2139	Human Rights Campaign Nov. 17 -- A 10th-anniversary celebration of the New York chapter of the Human Rights Campaign Fund, an advocacy group for gay and lesbian rights and health issues, will be held at the Rainbow Room.	[[0.216,0.348,0.089,0.161,0.186]]	[0.216,0.348,0.089,0.161,0.186]	negative
2140	The lesbians we know (including more than 100 we interviewed for our book, "The Girls Next Door: Into the Heart of Lesbian America") are interested not in repelling men but in attracting women.	[[0.081,0.564,0.283,0.057,0.015]]	[0.081,0.564,0.283,0.057,0.015]	negative
2141	September GOWANUS ARTS EXCHANGE -- A hardy, adventurous studio and theater complex, Gowanus celebrates its new home today and continues with the Brooklyn Women's Music and Performance Festival (Sept. 25-27); (Oct. 2-3); Richard Daniels, Aviva Geismar and Shannon Hummel (Oct. 2-3); Peggy Shaw (Oct. 8-11); Outback Series for New Dance and Performance (Oct. 16-17); Lesbian Music and Performance Series (Oct. 24); Shannon Hummel and Kyle Schwandt (Nov. 6-7); Fielday Marathon (Nov. 22); Kacie Chang, Satoshi Haga and Dean Moss (Dec. 4-5).	[[0.633,0.216,0.13,0.005,0.015]]	[0.633,0.216,0.13,0.005,0.015]	very negative
2142	While that observation is certainly true for millions of adult lesbians and gay men, sadly it does not describe the condition of lesbian and gay youth.	[[0.089,0.728,0.149,0.028,0.006]]	[0.089,0.728,0.149,0.028,0.006]	negative
2143	Instead, the Board of Education's "Children of the Rainbow" curriculum, with its teaching of respect and appreciation for gay and lesbian families, has become the latest battleground for liberals and conservatives in the city's cultural wars.	[[0.04,0.202,0.362,0.355,0.04]]	[0.04,0.202,0.362,0.355,0.04]	neutral
2144	By upholding the exclusion of a gay, lesbian and bisexual group from the St. Patrick's Day Parade in Boston, the Supreme Court vindicated the Ancient Order of Hibernians in its long-running efforts to keep a gay contingent out of the line of march in New York City, lawyers for the Hibernians said yesterday.	[[0.171,0.562,0.248,0.012,0.007]]	[0.171,0.562,0.248,0.012,0.007]	negative
2145	Now, such images are also beginning to turn up on television, too, in commercials aimed at general audiences as well as gay and lesbian consumers.	[[0.096,0.483,0.38,0.032,0.009]]	[0.096,0.483,0.38,0.032,0.009]	negative
2146	AS more gay men and lesbians become open about their sexual identities, they are being asked to fill their recently vacated closets with merchandise from an increasing number of catalogue marketers addressing them as homosexuals.	[[0.126,0.635,0.199,0.027,0.013]]	[0.126,0.635,0.199,0.027,0.013]	negative
2147	Two years ago Representative Gerry E. Studds stood in the Capitol with his companion, Dean Hara, eager to greet the newly inaugurated President on whom they and many other gay men and lesbians had pinned their hopes.	[[0.209,0.712,0.064,0.01,0.005]]	[0.209,0.712,0.064,0.01,0.005]	negative
2148	DISTRICT 3 (MANHATTAN) THOMAS K. DUANE 36, Manhattan coordinator for City Comptroller Elizabeth Holtzman ... former stockbroker ... former deputy press secretary for State Attorney General Robert Abrams ... endorsed by Village Independent Democrats, Gay and Lesbian Independent Democrats and the insurgent Majority Coalition for a New New York.	[[0.455,0.436,0.095,0.004,0.009]]	[0.455,0.436,0.095,0.004,0.009]	very negative
2149	A homosexual Congressman today proposed a compromise to allow gay men and lesbians to serve in the military and be open about their sexual orientation off duty, so long as they keep it private while on duty.	[[0.092,0.547,0.304,0.043,0.014]]	[0.092,0.547,0.304,0.043,0.014]	negative
2150	The decision by United States District Judge Kimba M. Wood reversed an S.E.C. ruling late last year that Cracker Barrel Old Country Store Inc., a restaurant and gift-shop chain based in Lebanon, Tenn., did not have to include a shareholder resolution asking the company to develop a policy prohibiting discrimination against gay men and lesbians.	[[0.414,0.458,0.109,0.008,0.01]]	[0.414,0.458,0.109,0.008,0.01]	negative
2151	To the Editor: The contention by military leaders that repealing the ban against gays and lesbians would "increase the risk of AIDS for heterosexual troops" (news article, Jan. 23) is a gross case of spreading misinformation.	[[0.244,0.579,0.161,0.009,0.007]]	[0.244,0.579,0.161,0.009,0.007]	negative
2152	William Arnold Scott, who founded organizations aimed at increasing awareness of gay and lesbian concerns in Houston and became a national figure on AIDS issues, died on April 4 at Park Plaza Hospital in Houston.	[[0.254,0.611,0.115,0.01,0.01]]	[0.254,0.611,0.115,0.01,0.01]	negative
2153	This is what you've seen recently: A sea of people, stretching from a stage at the foot of Capitol Hill to the Washington Monument, cheering as a color guard and a group of uniformed gay men and lesbians march in and brace at attention.	[[0.345,0.546,0.071,0.016,0.021]]	[0.345,0.546,0.071,0.016,0.021]	negative
2154	Addressing a sympathetic audience of gay and lesbian backers of the Democratic Party, President Clinton said today that the way the military was enforcing the ''don't ask, don't tell'' policy toward homosexuals in uniform could turn soldier against soldier and that he intended to push for changes in how the services put the policy into effect. ''	[[0.168,0.647,0.156,0.018,0.011]]	[0.168,0.647,0.156,0.018,0.011]	negative
2155	Instead, the Walt Disney Company posted signs outside the theme park explaining to visitors that "members of the gay community have chosen to visit the Magic Kingdom today in their recognition of Gay and Lesbian Pride Month" and that Disney "does not discriminate against anyone's right to visit the Magic Kingdom."	[[0.04,0.428,0.511,0.017,0.003]]	[0.04,0.428,0.511,0.017,0.003]	neutral
2156	Federal District Judge Thomas S. Zilly this week ordered the military to reinstate Col. Margarethe Cammermeyer, who was forced out as chief nurse of the Washington State National Guard after she acknowledged to military security officials that she was a lesbian.	[[0.286,0.543,0.14,0.017,0.014]]	[0.286,0.543,0.14,0.017,0.014]	negative
